PDENDC454_03040	8161e5a800ad44053f46dd78c2fd83fa	531	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	20	-	T	18-06-2025	-	-	-	-
PDENDC454_03040	8161e5a800ad44053f46dd78c2fd83fa	531	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	20	-	T	18-06-2025	-	-	-	-
PDENDC454_03040	8161e5a800ad44053f46dd78c2fd83fa	531	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	30	-	T	18-06-2025	-	-	-	-
PDENDC454_20245	de9f699d8e756c655a062c43e250c517	347	MobiDBLite	mobidb-lite	consensus disorder prediction	25	76	-	T	18-06-2025	-	-	-	-
PDENDC454_20245	de9f699d8e756c655a062c43e250c517	347	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	25	-	T	18-06-2025	-	-	-	-
PDENDC454_20245	de9f699d8e756c655a062c43e250c517	347	Gene3D	G3DSA:3.40.50.1980	Nitrogenase molybdenum iron protein domain	87	173	4.9E-26	T	18-06-2025	-	-	-	-
PDENDC454_20245	de9f699d8e756c655a062c43e250c517	347	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	30	-	T	18-06-2025	-	-	-	-
PDENDC454_20245	de9f699d8e756c655a062c43e250c517	347	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	30	-	T	18-06-2025	-	-	-	-
PDENDC454_20245	de9f699d8e756c655a062c43e250c517	347	MobiDBLite	mobidb-lite	consensus disorder prediction	45	55	-	T	18-06-2025	-	-	-	-
PDENDC454_20245	de9f699d8e756c655a062c43e250c517	347	PANTHER	PTHR30535	VITAMIN B12-BINDING PROTEIN	9	346	6.8E-44	T	18-06-2025	IPR050902	ABC Transporter Solute-Binding	GO:0071281(PANTHER)	-
PDENDC454_20245	de9f699d8e756c655a062c43e250c517	347	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	7	-	T	18-06-2025	-	-	-	-
PDENDC454_20245	de9f699d8e756c655a062c43e250c517	347	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	22	7.0	T	18-06-2025	-	-	-	-
PDENDC454_20245	de9f699d8e756c655a062c43e250c517	347	Pfam	PF01497	Periplasmic binding protein	92	324	6.7E-34	T	18-06-2025	IPR002491	ABC transporter periplasmic binding domain	-	-
PDENDC454_20245	de9f699d8e756c655a062c43e250c517	347	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	8	18	-	T	18-06-2025	-	-	-	-
PDENDC454_20245	de9f699d8e756c655a062c43e250c517	347	Gene3D	G3DSA:3.40.50.1980	Nitrogenase molybdenum iron protein domain	175	347	5.4E-39	T	18-06-2025	-	-	-	-
PDENDC454_20245	de9f699d8e756c655a062c43e250c517	347	ProSiteProfiles	PS50983	Iron siderophore/cobalamin periplasmic-binding domain profile.	91	347	44.95364	T	18-06-2025	IPR002491	ABC transporter periplasmic binding domain	-	-
PDENDC454_20245	de9f699d8e756c655a062c43e250c517	347	NCBIfam	NF038402	helical backbone metal receptor	91	285	6.1E-5	T	18-06-2025	IPR054828	Vitamin B12-binding protein	-	-
PDENDC454_20245	de9f699d8e756c655a062c43e250c517	347	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	19	25	-	T	18-06-2025	-	-	-	-
PDENDC454_20245	de9f699d8e756c655a062c43e250c517	347	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	26	347	-	T	18-06-2025	-	-	-	-
PDENDC454_20245	de9f699d8e756c655a062c43e250c517	347	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	25	-	T	18-06-2025	-	-	-	-
PDENDC454_20245	de9f699d8e756c655a062c43e250c517	347	SUPERFAMILY	SSF53807	"Helical backbone" metal receptor	87	346	1.54E-53	T	18-06-2025	-	-	-	-
PDENDC454_27723	0722d9298cba6e1a0fa6c72a21747d89	366	Gene3D	G3DSA:3.40.190.10	-	150	347	1.0E-64	T	18-06-2025	-	-	-	-
PDENDC454_27723	0722d9298cba6e1a0fa6c72a21747d89	366	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	22	-	T	18-06-2025	-	-	-	-
PDENDC454_27723	0722d9298cba6e1a0fa6c72a21747d89	366	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II	46	358	2.79E-53	T	18-06-2025	-	-	-	-
PDENDC454_27723	0722d9298cba6e1a0fa6c72a21747d89	366	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	7	29	-	T	18-06-2025	-	-	-	-
PDENDC454_27723	0722d9298cba6e1a0fa6c72a21747d89	366	PANTHER	PTHR30006	THIAMINE-BINDING PERIPLASMIC PROTEIN-RELATED	2	361	2.7E-51	T	18-06-2025	-	-	GO:0006810(PANTHER)|GO:0015888(PANTHER)|GO:0030288(PANTHER)|GO:0030975(PANTHER)|GO:0030976(PANTHER)	-
PDENDC454_27723	0722d9298cba6e1a0fa6c72a21747d89	366	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	10	21	-	T	18-06-2025	-	-	-	-
PDENDC454_27723	0722d9298cba6e1a0fa6c72a21747d89	366	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	22	29	-	T	18-06-2025	-	-	-	-
PDENDC454_27723	0722d9298cba6e1a0fa6c72a21747d89	366	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	22	-	T	18-06-2025	-	-	-	-
PDENDC454_27723	0722d9298cba6e1a0fa6c72a21747d89	366	Pfam	PF13416	Bacterial extracellular solute-binding protein	63	318	2.9E-22	T	18-06-2025	IPR006059	Bacterial-type extracellular solute-binding protein	-	MetaCyc:PWY-3602|MetaCyc:PWY-361|MetaCyc:PWY-4801|MetaCyc:PWY-4922|MetaCyc:PWY-5048|MetaCyc:PWY-5139|MetaCyc:PWY-5268|MetaCyc:PWY-5284|MetaCyc:PWY-5292|MetaCyc:PWY-5307|MetaCyc:PWY-5313|MetaCyc:PWY-5317|MetaCyc:PWY-5318|MetaCyc:PWY-5353|MetaCyc:PWY-5400|MetaCyc:PWY-5473|MetaCyc:PWY-5475|MetaCyc:PWY-5477|MetaCyc:PWY-5660|MetaCyc:PWY-5679|MetaCyc:PWY-5710|MetaCyc:PWY-5794|MetaCyc:PWY-5846|MetaCyc:PWY-5875|MetaCyc:PWY-5903|MetaCyc:PWY-5975|MetaCyc:PWY-5984|MetaCyc:PWY-5987|MetaCyc:PWY-5994|MetaCyc:PWY-6027|MetaCyc:PWY-6032|MetaCyc:PWY-6036|MetaCyc:PWY-6039|MetaCyc:PWY-6056|MetaCyc:PWY-6310|MetaCyc:PWY-6312|MetaCyc:PWY-6314|MetaCyc:PWY-6316|MetaCyc:PWY-6320|MetaCyc:PWY-6322|MetaCyc:PWY-6373|MetaCyc:PWY-6378|MetaCyc:PWY-6379|MetaCyc:PWY-6397|MetaCyc:PWY-6407|MetaCyc:PWY-6442|MetaCyc:PWY-6453|MetaCyc:PWY-6627|MetaCyc:PWY-6672|MetaCyc:PWY-6673|MetaCyc:PWY-6679|MetaCyc:PWY-6722|MetaCyc:PWY-6749|MetaCyc:PWY-6763|MetaCyc:PWY-6799|MetaCyc:PWY-6842|MetaCyc:PWY-6920|MetaCyc:PWY-6922|MetaCyc:PWY-6930|MetaCyc:PWY-6944|MetaCyc:PWY-6945|MetaCyc:PWY-6946|MetaCyc:PWY-6948|MetaCyc:PWY-6958|MetaCyc:PWY-6971|MetaCyc:PWY-7029|MetaCyc:PWY-7045|MetaCyc:PWY-7049|MetaCyc:PWY-7050|MetaCyc:PWY-7053|MetaCyc:PWY-7168|MetaCyc:PWY-7171|MetaCyc:PWY-7172|MetaCyc:PWY-7261|MetaCyc:PWY-7265|MetaCyc:PWY-7280|MetaCyc:PWY-7318|MetaCyc:PWY-7352|MetaCyc:PWY-7354|MetaCyc:PWY-7382|MetaCyc:PWY-7401|MetaCyc:PWY-7405|MetaCyc:PWY-7407|MetaCyc:PWY-7412|MetaCyc:PWY-7415|MetaCyc:PWY-7419|MetaCyc:PWY-7448|MetaCyc:PWY-7450|MetaCyc:PWY-7452|MetaCyc:PWY-7458|MetaCyc:PWY-7460|MetaCyc:PWY-7461|MetaCyc:PWY-7464|MetaCyc:PWY-7465|MetaCyc:PWY-7470|MetaCyc:PWY-7471|MetaCyc:PWY-7473|MetaCyc:PWY-7474|MetaCyc:PWY-7475|MetaCyc:PWY-7529|MetaCyc:PWY-7530|MetaCyc:PWY-7532|MetaCyc:PWY-7543|MetaCyc:PWY-7547|MetaCyc:PWY-7555|MetaCyc:PWY-7561|MetaCyc:PWY-7563|MetaCyc:PWY-7565|MetaCyc:PWY-7577|MetaCyc:PWY-7583|MetaCyc:PWY-7585|MetaCyc:PWY-7592|MetaCyc:PWY-7599|MetaCyc:PWY-7601|MetaCyc:PWY-7602|MetaCyc:PWY-7606|MetaCyc:PWY-761|MetaCyc:PWY-7612|MetaCyc:PWY-7621|MetaCyc:PWY-7624|MetaCyc:PWY-7632|MetaCyc:PWY-7653|MetaCyc:PWY-7656|MetaCyc:PWY-7659|MetaCyc:PWY-7660|MetaCyc:PWY-7668|MetaCyc:PWY-7669|MetaCyc:PWY-7670|MetaCyc:PWY-7671|MetaCyc:PWY-7672|MetaCyc:PWY-7673|MetaCyc:PWY-7677|MetaCyc:PWY-7679|MetaCyc:PWY-7687|MetaCyc:PWY-7688|MetaCyc:PWY-7689|MetaCyc:PWY-7690|MetaCyc:PWY-7692|MetaCyc:PWY-7693|MetaCyc:PWY-7694|MetaCyc:PWY-7695|MetaCyc:PWY-7696|MetaCyc:PWY-7702|MetaCyc:PWY-7706|MetaCyc:PWY-7708|MetaCyc:PWY-7711|MetaCyc:PWY-7713|MetaCyc:PWY-7714|MetaCyc:PWY-7716|MetaCyc:PWY-7719|MetaCyc:PWY-7726|MetaCyc:PWY-7727|MetaCyc:PWY-7728|MetaCyc:PWY-7730|MetaCyc:PWY-7735|MetaCyc:PWY-7737|MetaCyc:PWY-7738|MetaCyc:PWY-7746|MetaCyc:PWY-7769|MetaCyc:PWY-7811|MetaCyc:PWY-7815|MetaCyc:PWY-7816|MetaCyc:PWY-7817|MetaCyc:PWY-7818|MetaCyc:PWY-7821|MetaCyc:PWY-7907|MetaCyc:PWY-7930|MetaCyc:PWY-7940|MetaCyc:PWY-7950|MetaCyc:PWY-7954|MetaCyc:PWY-7983|MetaCyc:PWY-7984|MetaCyc:PWY-7986|MetaCyc:PWY-7987|MetaCyc:PWY-7988|MetaCyc:PWY-7989|MetaCyc:PWY-8012|MetaCyc:PWY-8032|MetaCyc:PWY-8035|MetaCyc:PWY-8036|MetaCyc:PWY-8038|MetaCyc:PWY-8040|MetaCyc:PWY-8045|MetaCyc:PWY-8047|MetaCyc:PWY-8049|MetaCyc:PWY-8051|MetaCyc:PWY-8053|MetaCyc:PWY-8055|MetaCyc:PWY-8058|MetaCyc:PWY-8075|MetaCyc:PWY-8082|MetaCyc:PWY-8084|MetaCyc:PWY-8116|MetaCyc:PWY-8133|MetaCyc:PWY-8151|MetaCyc:PWY-8152|MetaCyc:PWY-8157|MetaCyc:PWY-8166|MetaCyc:PWY-8210|MetaCyc:PWY-8231|MetaCyc:PWY-8243|MetaCyc:PWY-8272|MetaCyc:PWY-8326|MetaCyc:PWY-8327|MetaCyc:PWY-8337|MetaCyc:PWY-8343|MetaCyc:PWY-8366|MetaCyc:PWY-8371|MetaCyc:PWY-8374|MetaCyc:PWY-84|MetaCyc:PWY-8407|MetaCyc:PWY-8408|MetaCyc:PWY-8426|MetaCyc:PWY-8434|MetaCyc:PWY-8438|MetaCyc:PWY-8447|MetaCyc:PWY-8464|MetaCyc:PWYG-321
PDENDC454_27723	0722d9298cba6e1a0fa6c72a21747d89	366	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	29	-	T	18-06-2025	-	-	-	-
PDENDC454_27723	0722d9298cba6e1a0fa6c72a21747d89	366	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	9	-	T	18-06-2025	-	-	-	-
PDENDC454_27723	0722d9298cba6e1a0fa6c72a21747d89	366	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	30	366	-	T	18-06-2025	-	-	-	-
PDENDC454_27723	0722d9298cba6e1a0fa6c72a21747d89	366	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	30	-	T	18-06-2025	-	-	-	-
PDENDC454_27723	0722d9298cba6e1a0fa6c72a21747d89	366	Gene3D	G3DSA:3.40.190.10	-	52	330	1.0E-64	T	18-06-2025	-	-	-	-
PDENDC454_27723	0722d9298cba6e1a0fa6c72a21747d89	366	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	24	7.0	T	18-06-2025	-	-	-	-
PDENDC454_02485	06037b532473a4d34efecea5b009077f	343	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	17	343	-	T	18-06-2025	-	-	-	-
PDENDC454_02485	06037b532473a4d34efecea5b009077f	343	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	16	-	T	18-06-2025	-	-	-	-
PDENDC454_02485	06037b532473a4d34efecea5b009077f	343	PANTHER	PTHR30006	THIAMINE-BINDING PERIPLASMIC PROTEIN-RELATED	17	337	1.0E-63	T	18-06-2025	-	-	GO:0006810(PANTHER)	-
PDENDC454_02485	06037b532473a4d34efecea5b009077f	343	PIRSF	PIRSF002825	CfbpA	1	338	5.8E-66	T	18-06-2025	IPR026045	Ferric binding protein	-	-
PDENDC454_02485	06037b532473a4d34efecea5b009077f	343	Gene3D	G3DSA:3.40.190.10	-	131	320	8.1E-76	T	18-06-2025	-	-	-	-
PDENDC454_02485	06037b532473a4d34efecea5b009077f	343	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	12	16	-	T	18-06-2025	-	-	-	-
PDENDC454_02485	06037b532473a4d34efecea5b009077f	343	Gene3D	G3DSA:3.40.190.10	-	31	306	8.1E-76	T	18-06-2025	-	-	-	-
PDENDC454_02485	06037b532473a4d34efecea5b009077f	343	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	4	11	-	T	18-06-2025	-	-	-	-
PDENDC454_02485	06037b532473a4d34efecea5b009077f	343	Pfam	PF13343	Bacterial extracellular solute-binding protein	88	294	2.7E-21	T	18-06-2025	-	-	-	-
PDENDC454_02485	06037b532473a4d34efecea5b009077f	343	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II	30	335	3.88E-65	T	18-06-2025	-	-	-	-
PDENDC454_02485	06037b532473a4d34efecea5b009077f	343	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	3	-	T	18-06-2025	-	-	-	-
PDENDC454_12030	53a35a091291ee1d837b35136bc5e42d	598	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	23	8.0	T	18-06-2025	-	-	-	-
PDENDC454_12030	53a35a091291ee1d837b35136bc5e42d	598	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	27	598	-	T	18-06-2025	-	-	-	-
PDENDC454_12030	53a35a091291ee1d837b35136bc5e42d	598	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	24	-	T	18-06-2025	-	-	-	-
PDENDC454_12030	53a35a091291ee1d837b35136bc5e42d	598	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	26	-	T	18-06-2025	-	-	-	-
PDENDC454_12030	53a35a091291ee1d837b35136bc5e42d	598	Gene3D	G3DSA:3.90.1010.20	-	44	139	7.5E-8	T	18-06-2025	-	-	-	-
PDENDC454_12030	53a35a091291ee1d837b35136bc5e42d	598	PANTHER	PTHR43400	FUMARATE REDUCTASE	143	598	1.1E-121	T	18-06-2025	IPR050315	FAD-dependent oxidoreductase 2	-	MetaCyc:PWY-1121|MetaCyc:PWY-1186|MetaCyc:PWY-2541|MetaCyc:PWY-2601|MetaCyc:PWY-3162|MetaCyc:PWY-321|MetaCyc:PWY-3261|MetaCyc:PWY-3722|MetaCyc:PWY-4261|MetaCyc:PWY-5101|MetaCyc:PWY-5271|MetaCyc:PWY-5292|MetaCyc:PWY-5301|MetaCyc:PWY-5316|MetaCyc:PWY-5367|MetaCyc:PWY-5392|MetaCyc:PWY-5393|MetaCyc:PWY-5652|MetaCyc:PWY-5666|MetaCyc:PWY-5729|MetaCyc:PWY-5751|MetaCyc:PWY-5782|MetaCyc:PWY-5818|MetaCyc:PWY-5830|MetaCyc:PWY-5848|MetaCyc:PWY-5867|MetaCyc:PWY-5882|MetaCyc:PWY-5883|MetaCyc:PWY-5956|MetaCyc:PWY-5972|MetaCyc:PWY-5978|MetaCyc:PWY-5984|MetaCyc:PWY-6053|MetaCyc:PWY-6061|MetaCyc:PWY-6080|MetaCyc:PWY-6088|MetaCyc:PWY-6118|MetaCyc:PWY-6302|MetaCyc:PWY-6309|MetaCyc:PWY-6322|MetaCyc:PWY-6332|MetaCyc:PWY-6391|MetaCyc:PWY-6392|MetaCyc:PWY-6539|MetaCyc:PWY-6583|MetaCyc:PWY-6626|MetaCyc:PWY-6627|MetaCyc:PWY-6634|MetaCyc:PWY-6637|MetaCyc:PWY-6638|MetaCyc:PWY-6659|MetaCyc:PWY-6672|MetaCyc:PWY-6682|MetaCyc:PWY-6693|MetaCyc:PWY-6704|MetaCyc:PWY-6733|MetaCyc:PWY-6738|MetaCyc:PWY-6786|MetaCyc:PWY-6824|MetaCyc:PWY-6863|MetaCyc:PWY-6883|MetaCyc:PWY-6920|MetaCyc:PWY-6926|MetaCyc:PWY-6943|MetaCyc:PWY-6944|MetaCyc:PWY-6945|MetaCyc:PWY-6946|MetaCyc:PWY-6948|MetaCyc:PWY-6952|MetaCyc:PWY-6973|MetaCyc:PWY-6974|MetaCyc:PWY-6976|MetaCyc:PWY-6989|MetaCyc:PWY-6996|MetaCyc:PWY-7042|MetaCyc:PWY-7043|MetaCyc:PWY-7045|MetaCyc:PWY-7096|MetaCyc:PWY-7104|MetaCyc:PWY-7130|MetaCyc:PWY-7154|MetaCyc:PWY-7155|MetaCyc:PWY-7241|MetaCyc:PWY-7288|MetaCyc:PWY-7300|MetaCyc:PWY-7301|MetaCyc:PWY-7304|MetaCyc:PWY-7321|MetaCyc:PWY-7331|MetaCyc:PWY-7333|MetaCyc:PWY-7337|MetaCyc:PWY-7338|MetaCyc:PWY-7339|MetaCyc:PWY-7340|MetaCyc:PWY-7342|MetaCyc:PWY-735|MetaCyc:PWY-7352|MetaCyc:PWY-7354|MetaCyc:PWY-7385|MetaCyc:PWY-7396|MetaCyc:PWY-7403|MetaCyc:PWY-741|MetaCyc:PWY-7440|MetaCyc:PWY-7489|MetaCyc:PWY-7490|MetaCyc:PWY-7520|MetaCyc:PWY-7531|MetaCyc:PWY-7541|MetaCyc:PWY-7547|MetaCyc:PWY-7554|MetaCyc:PWY-7557|MetaCyc:PWY-7568|MetaCyc:PWY-7606|MetaCyc:PWY-7610|MetaCyc:PWY-7613|MetaCyc:PWY-7615|MetaCyc:PWY-7621|MetaCyc:PWY-7649|MetaCyc:PWY-7653|MetaCyc:PWY-7655|MetaCyc:PWY-7657|MetaCyc:PWY-7660|MetaCyc:PWY-7667|MetaCyc:PWY-7682|MetaCyc:PWY-7689|MetaCyc:PWY-7692|MetaCyc:PWY-7693|MetaCyc:PWY-7694|MetaCyc:PWY-7695|MetaCyc:PWY-7726|MetaCyc:PWY-7734|MetaCyc:PWY-7741|MetaCyc:PWY-7742|MetaCyc:PWY-7757|MetaCyc:PWY-7769|MetaCyc:PWY-7770|MetaCyc:PWY-7774|MetaCyc:PWY-7775|MetaCyc:PWY-7779|MetaCyc:PWY-7787|MetaCyc:PWY-7788|MetaCyc:PWY-7811|MetaCyc:PWY-7814|MetaCyc:PWY-7825|MetaCyc:PWY-7826|MetaCyc:PWY-7846|MetaCyc:PWY-7881|MetaCyc:PWY-7948|MetaCyc:PWY-8012|MetaCyc:PWY-8029|MetaCyc:PWY-8044|MetaCyc:PWY-8058|MetaCyc:PWY-8084|MetaCyc:PWY-8103|MetaCyc:PWY-8132|MetaCyc:PWY-8139|MetaCyc:PWY-8142|MetaCyc:PWY-8152|MetaCyc:PWY-8155|MetaCyc:PWY-8172|MetaCyc:PWY-8214|MetaCyc:PWY-8238|MetaCyc:PWY-8297|MetaCyc:PWY-8366|MetaCyc:PWY-8367|MetaCyc:PWY-8370|MetaCyc:PWY-8374|MetaCyc:PWY-8382|MetaCyc:PWY-8383|MetaCyc:PWY-8397|MetaCyc:PWY-8408|MetaCyc:PWY-8409|MetaCyc:PWY-8410|MetaCyc:PWY-8411|MetaCyc:PWY-8419|MetaCyc:PWY-8426|MetaCyc:PWY-8464|MetaCyc:PWYG-321
PDENDC454_12030	53a35a091291ee1d837b35136bc5e42d	598	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	7	26	-	T	18-06-2025	-	-	-	-
PDENDC454_12030	53a35a091291ee1d837b35136bc5e42d	598	SMART	SM00900	FMN_bind_2	51	125	8.8E-15	T	18-06-2025	IPR007329	FMN-binding	GO:0010181(InterPro)|GO:0016020(InterPro)	MetaCyc:PWY-2541|MetaCyc:PWY-5292|MetaCyc:PWY-5301|MetaCyc:PWY-5367|MetaCyc:PWY-5393|MetaCyc:PWY-5729|MetaCyc:PWY-5818|MetaCyc:PWY-5956|MetaCyc:PWY-5972|MetaCyc:PWY-5984|MetaCyc:PWY-6088|MetaCyc:PWY-6302|MetaCyc:PWY-6309|MetaCyc:PWY-6332|MetaCyc:PWY-6786|MetaCyc:PWY-6824|MetaCyc:PWY-6944|MetaCyc:PWY-6996|MetaCyc:PWY-7096|MetaCyc:PWY-7154|MetaCyc:PWY-7155|MetaCyc:PWY-7300|MetaCyc:PWY-7653|MetaCyc:PWY-7655|MetaCyc:PWY-7770|MetaCyc:PWY-7826|MetaCyc:PWY-7846|MetaCyc:PWY-7881|MetaCyc:PWY-8044|MetaCyc:PWY-8103|MetaCyc:PWY-8152|MetaCyc:PWY-8172|MetaCyc:PWY-8374|MetaCyc:PWY-8382
PDENDC454_12030	53a35a091291ee1d837b35136bc5e42d	598	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	26	-	T	18-06-2025	-	-	-	-
