"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene_id ""PDENDC454_25109""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_25109""; ",1327.17057076363,1.7863951051306,0.309963299263728,5.76324716304773,8.25108236700347e-09,6.25455285904404e-07
"gene_id ""PDENDC454_25114""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_25114""; ",329.712385018982,1.4125707667721,0.317111782918375,4.45448842604405,8.40934651412143e-06,0.000234720110221789
"gene_id ""PDENDC454_25119""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_25119""; ",488.530800809512,1.42107418057052,0.336470583246575,4.22347227760209,2.40566973422557e-05,0.000562926717808783
"gene_id ""PDENDC454_25124""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_25124""; ",165.315154471257,1.3160961299131,0.382151583361627,3.44391123107734,0.000573363917291771,0.00789218568507496
"gene_id ""PDENDC454_24458""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_24458""; ",281.24899390295,1.28192634563483,0.268766160240835,4.76967168964323,1.8452641287294e-06,6.75592621824602e-05
"gene_id ""PDENDC454_24218""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_24218""; ",76.6509093633444,2.64007324465414,0.655158812146382,4.02966913625862,5.58554148170046e-05,0.00114301841271908
"gene_id ""PDENDC454_24223""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_24223""; ",93.1988973235605,1.97882853883871,0.522271762695302,3.78888670646583,0.000151323899605626,0.00267903035420224
"gene_id ""PDENDC454_23234""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_23234""; ",61.5202700099185,1.23683766989117,0.286457815521495,4.31769567061565,1.57666616627239e-05,0.000400264967305566
"gene_id ""PDENDC454_23169""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_23169""; ",1245.72060362976,1.57045597207749,0.483255635394044,3.24974166270602,0.00115509888256055,0.0142585829952773
"gene_id ""PDENDC454_23179""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_23179""; ",339.683373286483,1.58275799447566,0.520454316877702,3.04110839923647,0.0023570895452209,0.0253717118647577
"gene_id ""PDENDC454_23204""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_23204""; ",788.338583878117,1.17659658604507,0.414495208086893,2.83862530395867,0.00453083261679844,0.0428094103472072
"gene_id ""PDENDC454_23054""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_23054""; ",1182.8014289127,1.64821408384363,0.273850189825818,6.01867059099714,1.75855321767863e-09,1.7526913736197e-07
"gene_id ""PDENDC454_23004""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_23004""; ",699.155356692001,1.91558462613802,0.339424399782166,5.6436267615628,1.66504830915718e-08,1.12016124998549e-06
"gene_id ""PDENDC454_23009""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_23009""; ",418.06856789522,1.77709755907172,0.304114887265091,5.84350728454362,5.1113062200865e-09,4.23216155023162e-07
"gene_id ""PDENDC454_23014""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_23014""; ",1135.66182334937,1.70224482167469,0.29178855010357,5.83383008370441,5.41692859975722e-09,4.41725904907475e-07
"gene_id ""PDENDC454_22789""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_22789""; ",1302.10816601631,1.30755343867962,0.290296181597176,4.50420474525574,6.66219519608077e-06,0.000193815862407063
"gene_id ""PDENDC454_22794""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_22794""; ",658.469492667416,1.24840517667472,0.25090694998089,4.97557033302505,6.50558072122782e-07,2.77881233663874e-05
"gene_id ""PDENDC454_22799""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_22799""; ",1613.507174276,1.20427152585788,0.254538690813396,4.73119242504761,2.23204814023327e-06,7.8515575756441e-05
"gene_id ""PDENDC454_22844""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_22844""; ",84.1972530031284,1.33678639363079,0.444394586343563,3.00810683728113,0.00262880704141961,0.0275300041787833
"gene_id ""PDENDC454_22849""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_22849""; ",96.7654527587057,1.45263729771741,0.326326957857802,4.45147807356572,8.52812420212093e-06,0.0002365895075042
"gene_id ""PDENDC454_22854""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_22854""; ",860.13019843209,1.3509052836844,0.3053076623883,4.42473429299744,9.65610567524645e-06,0.000262470508808972
"gene_id ""PDENDC454_22859""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_22859""; ",125.546829140799,1.05599518445518,0.335793018784285,3.14478004420203,0.00166211745631441,0.0191963865877343
"gene_id ""PDENDC454_22494""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_22494""; ",753.892048164159,1.00453829465013,0.290275551256615,3.46063693721859,0.000538899071709515,0.00751286247317276
"gene_id ""PDENDC454_22204""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_22204""; ",97.4576995308045,1.06848023736333,0.372427214453045,2.8689639099885,0.00411818785434788,0.0395808002332512
"gene_id ""PDENDC454_21944""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21944""; ",213.414631660411,1.04692308082091,0.29466261159009,3.55295527712657,0.000380929220784156,0.0056745849980786
"gene_id ""PDENDC454_21604""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21604""; ",234.386861395767,1.91319476738164,0.287845586419515,6.64660101681493,2.99938624757048e-11,4.38420006154912e-09
"gene_id ""PDENDC454_21234""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21234""; ",85.4424422950863,1.15734216264875,0.340996502561784,3.39400009664046,0.000688796682697948,0.00922165111015015
"gene_id ""PDENDC454_21047""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21047""; ",452.421823637137,1.15652347212023,0.416147057996848,2.77912206729812,0.00545060383971288,0.0489735390072366
"gene_id ""PDENDC454_21052""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21052""; ",231.569816179205,1.52245145891447,0.462673336610699,3.29055369835474,0.000999904153755863,0.0127817396119261
"gene_id ""PDENDC454_20972""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20972""; ",3240.29762923712,1.4580365562857,0.327333102259081,4.45428997624467,8.41712769840307e-06,0.000234720110221789
"gene_id ""PDENDC454_20235""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20235""; ",70.0758728096979,1.39303020063081,0.485232361357825,2.87085180537568,0.00409367391026117,0.0394841451344545
"gene_id ""PDENDC454_20240""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20240""; ",172.697485658413,1.22384610977964,0.377076153538891,3.24562054188191,0.00117194936996615,0.01443348171432
"gene_id ""PDENDC454_20245""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20245""; ",74.4530007148109,1.34658803671216,0.431967285802352,3.11733800445317,0.00182492209770924,0.0206338880879645
"gene_id ""PDENDC454_19433""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_19433""; ",383.447157926597,1.0076400976562,0.250750581319403,4.01849555982758,5.85709127357779e-05,0.00118507012159382
"gene_id ""PDENDC454_19023""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_19023""; ",81.5305391667779,1.32835876628903,0.353868933879073,3.75381571851393,0.000174162924958502,0.00300431045553416
"gene_id ""PDENDC454_18593""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_18593""; ",87.5670677620064,1.30129229999624,0.298526237442011,4.35905504034303,1.30625259497061e-05,0.000339625674692359
"gene_id ""PDENDC454_17573""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_17573""; ",981.692036405643,2.21500418732255,0.279871387026609,7.91436456171904,2.48519093459064e-15,7.86782212350991e-13
"gene_id ""PDENDC454_17678""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_17678""; ",243.44946880052,1.13378262212354,0.326158264638709,3.4761732111233,0.00050862367128628,0.00720371736542831
"gene_id ""PDENDC454_17703""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_17703""; ",285.249623587665,1.21669238432384,0.275400597203996,4.41790031204109,9.96643662914708e-06,0.000268196809690348
"gene_id ""PDENDC454_17173""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_17173""; ",47.9668634630296,3.03424842925339,0.805570800211987,3.76658194221405,0.000165497781879474,0.00287325503895268
"gene_id ""PDENDC454_17198""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_17198""; ",43.8124335170676,3.29255131756103,0.994211920440195,3.31171981533195,0.000927243619902176,0.0119388161777835
"gene_id ""PDENDC454_16753""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_16753""; ",58.1736920305289,1.25874275202914,0.415181584103138,3.03178849983973,0.0024310947863503,0.0259606193256692
"gene_id ""PDENDC454_16563""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_16563""; ",231.040296126958,2.47025305153662,0.436962494819547,5.65323816305278,1.57452894895476e-08,1.08642497477878e-06
"gene_id ""PDENDC454_16568""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_16568""; ",97.5092347599246,3.37105497812896,0.563436953455482,5.98302073986227,2.1903686468008e-09,2.10510072447891e-07
"gene_id ""PDENDC454_16573""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_16573""; ",64.9753885900009,2.96355175753515,0.525389941220393,5.64067090940362,1.69388838272515e-08,1.12549472541071e-06
"gene_id ""PDENDC454_16188""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_16188""; ",54.4941736591475,1.24563344332443,0.445602638456542,2.7953906369114,0.00518370369877314,0.0473662025582293
"gene_id ""PDENDC454_15909""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15909""; ",3300.65467535742,1.15146124451453,0.333828431111054,3.44926056981492,0.000562123986741977,0.00775731101703928
"gene_id ""PDENDC454_15954""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15954""; ",7537.6598130577,2.09593446849372,0.463688609096937,4.52013361418493,6.18006141432646e-06,0.000182753244680797
"gene_id ""PDENDC454_15959""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15959""; ",3410.58659107446,2.99719352406337,0.390440867905816,7.67643392490965,1.63578367536156e-14,4.1922798765695e-12
"gene_id ""PDENDC454_15964""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15964""; ",1908.28337163056,2.88050456952013,0.381398448803404,7.55248108259853,4.27043688710858e-14,1.04470415120084e-11
"gene_id ""PDENDC454_15969""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15969""; ",460.554615985795,2.58311683182507,0.34852976851511,7.41146686789561,1.24910007021063e-13,2.68906263114943e-11
"gene_id ""PDENDC454_15974""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15974""; ",2498.86427344201,1.47451177625059,0.289295868516416,5.09689883859131,3.45262707022936e-07,1.60189990448056e-05
"gene_id ""PDENDC454_15842""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15842""; ",650.592410622361,1.30187290911403,0.269800987790768,4.82530816426678,1.39786957823572e-06,5.29812258455255e-05
"gene_id ""PDENDC454_15612""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15612""; ",19.7734074547785,1.63995555879148,0.499266489132974,3.28472988771873,0.00102080183701629,0.0129574421859002
"gene_id ""PDENDC454_15617""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15617""; ",132.903529700926,5.05453787892521,0.518254220266228,9.75300862254181,1.79080696083782e-22,2.40953076580728e-19
"gene_id ""PDENDC454_15357""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15357""; ",109.129312595406,1.38489491095389,0.361354813999601,3.83250715723251,0.000126843907792458,0.0022985653593906
"gene_id ""PDENDC454_15362""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15362""; ",833.530735114975,1.75475260582121,0.322764570756964,5.43663327640291,5.42967291878817e-08,3.21126369768329e-06
"gene_id ""PDENDC454_14987""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14987""; ",1293.88514763387,1.50585062688151,0.32585487391738,4.62123094486326,3.81469830718619e-06,0.000122206585055215
"gene_id ""PDENDC454_14992""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14992""; ",3987.92953814773,1.3603779371,0.331952029956498,4.098116035857,4.16526474537519e-05,0.000918748149983986
"gene_id ""PDENDC454_14997""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14997""; ",1114.79802387372,1.24163057903243,0.366411282238121,3.38862540325799,0.000702439006559439,0.00938095963598735
"gene_id ""PDENDC454_15002""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15002""; ",1112.69914497301,1.12651037640997,0.353186903527971,3.18955874398879,0.00142490176108076,0.0170040383107243
"gene_id ""PDENDC454_15007""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15007""; ",2129.38897564301,1.05535634910539,0.357447295639665,2.95248100063757,0.00315231468428617,0.0322542920738178
"gene_id ""PDENDC454_15022""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15022""; ",74.6720995308445,1.60262050794419,0.519509545604713,3.08487210967169,0.00203639696737922,0.0225049044731724
"gene_id ""PDENDC454_15037""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15037""; ",1338.26854209064,1.10645315793993,0.349607478328355,3.16484407951004,0.00155166077265196,0.01819398317737
"gene_id ""PDENDC454_15052""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15052""; ",589.94345382483,1.04203543805405,0.340312613227941,3.06199475878989,0.00219867302386924,0.0239055721504328
"gene_id ""PDENDC454_15057""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15057""; ",721.384530735775,1.24856475824213,0.340665587151932,3.66507450511955,0.000247266588986101,0.00397250382663641
"gene_id ""PDENDC454_15062""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15062""; ",291.930238560963,1.28890674896982,0.290369805140362,4.43884565871708,9.04426420069893e-06,0.000248348111878376
"gene_id ""PDENDC454_15067""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15067""; ",392.173662496611,1.27213797585034,0.295841591865412,4.30006466578601,1.70748278172576e-05,0.000423179658349136
"gene_id ""PDENDC454_15122""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15122""; ",826.845531106844,1.3920353416753,0.290830581131531,4.78641323157737,1.69788293039216e-06,6.34583745234069e-05
"gene_id ""PDENDC454_14937""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14937""; ",670.17565580037,1.08195102705224,0.258624577533473,4.18348108045612,2.87078991674161e-05,0.000660281680850571
"gene_id ""PDENDC454_14942""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14942""; ",536.249539030477,1.16332939163175,0.311454788735702,3.73514690961755,0.000187605635728057,0.00318515309617792
"gene_id ""PDENDC454_14947""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14947""; partial ""true""; ",1223.9624055855,1.30034043412301,0.293765576106039,4.42645612654641,9.57938549647745e-06,0.000261706866710871
"gene_id ""PDENDC454_14747""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14747""; ",297.560578886065,1.64104959908027,0.489995985654392,3.34910825215974,0.000810721133355747,0.0106555953024448
"gene_id ""PDENDC454_14752""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14752""; ",232.76149072823,2.35760830964408,0.438095000517224,5.38150014691025,7.3867643389683e-08,4.27479200777714e-06
"gene_id ""PDENDC454_14757""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14757""; ",244.514795793812,3.30727829099337,0.493908614659926,6.69613404753134,2.14005431301427e-11,3.29079208932651e-09
"gene_id ""PDENDC454_14302""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14302""; ",119.41749689664,1.59630342912413,0.433608363736093,3.68144058700788,0.000231919836907322,0.00379389836545656
"gene_id ""PDENDC454_14307""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14307""; ",190.630093598671,1.12597127836537,0.352473685160981,3.19448323596448,0.00140081420581301,0.0167910513489657
"gene_id ""PDENDC454_14312""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14312""; ",68.5924121161552,2.06757184910817,0.447100190276035,4.62440386757981,3.75677264394169e-06,0.000121071559099965
"gene_id ""PDENDC454_13700""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13700""; ",229.303472241906,1.2689033892457,0.28432299348616,4.46289402656936,8.0860049389767e-06,0.000229046729376698
"gene_id ""PDENDC454_13705""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13705""; ",401.491754890415,1.14822420854886,0.219123068126828,5.24008822240601,1.6049984756371e-07,8.22676361512271e-06
"gene_id ""PDENDC454_13505""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13505""; ",14.5268075609766,3.71943624523988,1.28464869250601,2.89529446216477,0.00378803009381988,0.0373715981548837
"gene_id ""PDENDC454_13525""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13525""; ",88.7976307142835,1.12009695574588,0.308980268444418,3.62514072948764,0.000288804139009349,0.00450534456854584
"gene_id ""PDENDC454_12640""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12640""; ",2228.02854527605,1.0591119027546,0.313939689944559,3.37361581436754,0.000741878308041639,0.00985873840464223
"gene_id ""PDENDC454_12785""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12785""; ",671.703654108138,2.04496045733283,0.245641150467869,8.32499136825336,8.43348871639653e-17,3.2420740194033e-14
"gene_id ""PDENDC454_12790""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12790""; ",15.4565456481617,4.29016872502609,0.747161331450995,5.74195765283321,9.35882294905324e-09,6.9957201544173e-07
"gene_id ""PDENDC454_12830""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12830""; ",1668.55673392636,1.38801656843984,0.199942417014957,6.94208157109557,3.86363996971366e-12,6.75086142709715e-10
"gene_id ""PDENDC454_12835""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12835""; ",1331.21454843902,1.2773387639592,0.209962341813466,6.08365649252479,1.17472147176696e-09,1.2606758270942e-07
"gene_id ""PDENDC454_12840""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12840""; ",366.130470276519,1.09245958020916,0.203759594938545,5.36151232798952,8.25280892836466e-08,4.6754334371009e-06
"gene_id ""PDENDC454_12855""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12855""; ",6967.2662407832,1.58496378110326,0.203978145875297,7.77026271271353,7.83235080659281e-15,2.21861642321487e-12
"gene_id ""PDENDC454_12860""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12860""; ",2738.22715986449,1.54455681061907,0.210474906019245,7.33843687036894,2.16102797423063e-13,4.30764909529973e-11
"gene_id ""PDENDC454_12865""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12865""; ",22575.5728432266,1.48849618868703,0.253247681939094,5.87763006275022,4.16181695921764e-09,3.61272562492086e-07
"gene_id ""PDENDC454_12870""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12870""; ",13850.2780571025,1.31025646061377,0.206068341224741,6.35835884748927,2.03920646314488e-10,2.55232771735948e-08
"gene_id ""PDENDC454_12900""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12900""; ",508.249364571878,1.01808414016751,0.265544086574059,3.83395523245279,0.000126099100925698,0.00229278838237198
"gene_id ""PDENDC454_12990""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12990""; ",45.209432761986,1.2799186238652,0.40650839925645,3.14856624415712,0.00164073531253588,0.0189901880689637
